,name,developer,platform,genre,total_sales,na_sales,eu_sales,japan_sales,other_sales,release_year
3124, Harry Potter and the Chamber of Secrets     ,Eurocom Entertainment Software  ,GBA,Adventure,1.99,1.21,0.64,0.05,0.09,2002
3125, Harry Potter and the Chamber of Secrets     ,Argonaut Games  ,PS,Adventure,1.98,0.75,1.09,0.02,0.12,2002
3126, Scooby Doo and the Cyber Chase     ,Art  ,PS,Adventure,1.94,0.59,1.23,0.01,0.13,2001
3127, The Legend of Zelda: Oracle of Ages     ,Flagship  ,GBC,Adventure,1.92,0.92,0.53,0.41,0.06,2001
3128, Until Dawn     ,Supermassive Games Ltd.  ,PS4,Adventure,1.90,0.62,0.92,0.06,0.30,2015
3129, The Legend of Zelda: Oracle of Seasons     ,Flagship  ,GBC,Adventure,1.86,0.87,0.52,0.41,0.06,2001
3130, Star Wars Episode I: The Phantom Menace     ,Big Ape Productions  ,PS,Adventure,1.74,0.72,0.89,0.04,0.10,1999
3131," Monsters, Inc.     ",Artificial Mind and Movement  ,GBA,Adventure,1.67,0.59,0.95,0.03,0.10,2001
3132, Prince of Persia: Warrior Within     ,Ubisoft Montreal  ,PS2,Adventure,1.64,0.54,0.88,0.01,0.22,2004
3133, SpongeBob's Atlantis SquarePantis     ,Altron  ,DS,Adventure,1.61,1.49,0.00,0.01,0.11,2007
3134, LEGO Harry Potter: Years 1-4     ,Traveller's Tales  ,X360,Adventure,1.59,0.95,0.50,0.01,0.14,2010
3135, Disney Fairies: Tinker Bell     ,Hyde  ,DS,Adventure,1.52,0.85,0.51,0.01,0.15,2008
3136, Bratz: Forever Diamondz     ,Barking Lizards  ,DS,Adventure,1.48,0.43,0.88,0.01,0.18,2006
3137, Drawn To Life: SpongeBob SquarePants Edition     ,Altron  ,DS,Adventure,1.48,0.99,0.35,0.01,0.14,2008
3138, Assassin's Creed III: Liberation    Read the review ,Ubisoft  ,PSV,Adventure,1.48,0.53,0.57,0.06,0.32,2012
3139, Disney Princess: Magical Jewels      ,1st Playable Productions  ,DS,Adventure,1.44,1.12,0.20,0.01,0.12,2007
3140, LEGO Indiana Jones 2: The Adventure Continues     ,Traveller's Tales  ,Wii,Adventure,1.41,0.90,0.38,0.01,0.13,2009
3141, LEGO Indiana Jones: The Original Adventures     ,Traveller's Tales  ,PS2,Adventure,1.37,0.60,0.01,0.01,0.76,2008
3142, LEGO Harry Potter: Years 1-4    Read the review ,Traveller's Tales  ,PS3,Adventure,1.37,0.55,0.61,0.01,0.21,2010
3143, Disney Princess: Enchanted Journey     ,Papaya Studios  ,Wii,Adventure,1.35,1.22,0.03,0.01,0.10,2007
3144, The ICO & Shadow of the Colossus Collection    Read the review ,Bluepoint Games  ,PS3,Adventure,1.34,0.67,0.36,0.13,0.18,2011
3145, Grand Theft Auto: Chinatown Wars    Read the review ,Rockstar Leeds/North  ,DS,Adventure,1.33,0.58,0.56,0.05,0.14,2009
3146, Rugrats Studio Tour     ,n-Space  ,PS,Adventure,1.31,0.57,0.67,0.01,0.07,1999
3147, LEGO Batman: The Videogame    Read the review ,Traveller's Tales  ,PS3,Adventure,1.31,0.72,0.39,0.01,0.19,2008
3148, LEGO Batman: The Videogame    Read the review ,Traveller's Tales  ,PSP,Adventure,1.30,0.57,0.46,0.01,0.27,2008
3149, LEGO Batman: The Videogame    Read the review ,Traveller's Tales  ,PS2,Adventure,1.27,0.72,0.03,0.01,0.52,2008
3150, Tomb Raider: Underworld     ,Crystal Dynamics  ,PS3,Adventure,1.26,0.45,0.55,0.05,0.21,2008
3151, Parfait: Chocolat Second Style     ,Alchemist  ,PS2,Adventure,1.22,0.59,0.46,0.01,0.15,2006
3152, Minecraft: Story Mode     ,Telltale Games  ,X360,Adventure,1.20,0.67,0.42,0.01,0.11,2015
3153, Scarface: The World is Yours     ,Radical Entertainment  ,PS2,Adventure,1.19,0.99,0.04,0.01,0.16,2006
3154, LEGO Indiana Jones 2: The Adventure Continues     ,Traveller's Tales  ,DS,Adventure,1.19,0.65,0.43,0.01,0.12,2009
3155, Metal Gear Solid VR Missions     ,Konami Computer Entertainment Japan  ,PS,Adventure,1.18,0.66,0.45,0.01,0.08,1999
3156, LEGO Indiana Jones: The Original Adventures     ,Traveller's Tales  ,PSP,Adventure,1.18,0.40,0.49,0.01,0.30,2008
3157, Shadow of the Colossus    Read the review ,Team ICO  ,PS2,Adventure,1.14,0.78,0.03,0.20,0.13,2005
3158, Grand Theft Auto: The Trilogy     ,Rockstar North  ,PS2,Adventure,1.14,0.01,0.51,0.01,0.62,2005
3159, Rabbids Go Home    Read the review ,Ubisoft Montpellier  ,Wii,Adventure,1.13,0.25,0.74,0.01,0.14,2009
3160, Alien: Isolation    Read the review ,Creative Assembly  ,PS4,Adventure,1.09,0.29,0.59,0.05,0.16,2014
3161, Grand Theft Auto: Chinatown Wars     ,Rockstar Leeds  ,PSP,Adventure,1.08,0.28,0.50,0.03,0.27,2009
3162, Prince of Persia    Read the review ,Ubisoft Montreal  ,PS3,Adventure,1.07,0.47,0.41,0.03,0.17,2008
3163, MySims Agents     ,EA Redwood Shores  ,DS,Adventure,1.07,0.54,0.42,0.00,0.11,2009
3164, Tomb Raider: Underworld      ,Crystal Dynamics  ,X360,Adventure,1.07,0.53,0.42,0.01,0.11,2008
3165, Endless Ocean    Read the review ,Arika  ,Wii,Adventure,1.06,0.43,0.46,0.09,0.09,2008
3166, MySims Agents    Read the review ,EA Redwood Shores  ,Wii,Adventure,1.05,0.63,0.32,0.00,0.10,2009
3167, Legacy of Kain: Soul Reaver     ,Crystal Dynamics  ,PS,Adventure,1.04,0.58,0.40,0.01,0.07,1999
3168, LEGO Indiana Jones: The Original Adventures     ,Traveller's Tales  ,PS3,Adventure,1.03,0.44,0.43,0.01,0.17,2008
3169, Disney Fairies: Tinker Bell and the Lost Treasure     ,Hyde  ,DS,Adventure,1.03,0.57,0.35,0.02,0.10,2009
3170, LEGO Indiana Jones 2: The Adventure Continues     ,Traveller's Tales  ,X360,Adventure,1.02,0.62,0.31,0.01,0.09,2009
3171, Harry Potter and the Prisoner of Azkaban     ,Electronic Arts  ,PS2,Adventure,1.02,0.50,0.39,0.01,0.13,2004
3172, Prince of Persia    Read the review ,Ubisoft Montreal  ,X360,Adventure,1.01,0.54,0.34,0.02,0.10,2008
3173, Apollo Justice: Ace Attorney    Read the review ,Capcom  ,DS,Adventure,0.99,0.28,0.05,0.64,0.03,2008
3174, Gangs of London     ,SCEE London Studio  ,PSP,Adventure,0.96,0.30,0.43,0.01,0.22,2006
3175, Scooby-Doo! First Frights     ,Torus Games  ,Wii,Adventure,0.96,0.84,0.04,0.01,0.07,2009
3176, Tom Clancy's Splinter Cell: Chaos Theory     ,Ubisoft Montreal / Annecy  ,PS2,Adventure,0.95,0.36,0.45,0.01,0.14,2005
3177, Destroy All Humans!     ,Pandemic Studios  ,PS2,Adventure,0.94,0.78,0.03,0.01,0.13,2005
3178, Prince of Persia: The Sands of Time     ,Ubisoft Montreal  ,XB,Adventure,0.94,0.57,0.33,0.01,0.04,2003
3179, Monster High: Ghoul Spirit     ,THQ  ,DS,Adventure,0.93,0.69,0.16,0.01,0.07,2011
3180, Phoenix Wright: Ace Attorney    Read the review ,Capcom  ,DS,Adventure,0.93,0.44,0.05,0.39,0.05,2005
3181, Assassin's Creed     ,Ubisoft Montreal  ,PC,Adventure,0.91,0.01,0.84,0.01,0.06,2008
3182, LEGO Indiana Jones 2: The Adventure Continues     ,Traveller's Tales  ,PS3,Adventure,0.90,0.47,0.30,0.01,0.13,2009
3183, Minecraft: Story Mode     ,Telltale Games  ,PS3,Adventure,0.89,0.32,0.43,0.01,0.15,2015
3184, Classic NES Series: The Legend of Zelda     ,Nintendo  ,GBA,Adventure,0.89,0.46,0.17,0.24,0.02,2004
3185, CSI: Hard Evidence     ,Telltale Games  ,Wii,Adventure,0.89,0.36,0.43,0.01,0.10,2008
3186, Minecraft: Story Mode     ,Telltale Games  ,PS4,Adventure,0.87,0.31,0.42,0.01,0.14,2015
3187, Harry Potter and the Order of the Phoenix     ,Visual Impact  ,DS,Adventure,0.84,0.28,0.46,0.01,0.10,2007
3188, Metroid: Zero Mission     ,Nintendo R&D1  ,GBA,Adventure,0.84,0.60,0.22,0.01,0.01,2004
3189, Scooby-Doo! First Frights     ,Torus Games  ,DS,Adventure,0.83,0.60,0.16,0.01,0.07,2009
3190, Mega Man Legends     ,Capcom  ,PS,Adventure,0.83,0.39,0.26,0.12,0.05,1998
3191, MediEvil     ,SCEE Cambridge  ,PS,Adventure,0.83,0.46,0.31,0.01,0.05,1998
3192, Casper     ,Funcom  ,PS,Adventure,0.83,0.46,0.31,0.01,0.05,1996
3193, MediEvil: Resurrection     ,SCEE  ,PSP,Adventure,0.82,0.19,0.42,0.01,0.22,2005
3194, The Walking Dead: A Telltale Games Series     ,Telltale Games  ,PS3,Adventure,0.82,0.40,0.25,0.03,0.14,2012
3195, Professor Layton vs Ace Attorney     ,Level 5  ,3DS,Adventure,0.82,0.20,0.27,0.30,0.04,2014
3196, Kamaitachi no Yoru     ,ChunSoft  ,SNES,Adventure,0.81,0.01,0.01,0.81,0.01,1994
3197, The Legend of Zelda: Four Swords Adventures     ,Nintendo EAD  ,GC,Adventure,0.81,0.63,0.16,0.01,0.02,2004
3198, The 7th Guest     ,Trilobyte  ,PC,Adventure,0.80,0.03,0.77,0.01,0.01,1993
3199, Prince of Persia: Warrior Within     ,Ubisoft Montreal  ,XB,Adventure,0.80,0.48,0.28,0.01,0.04,2004
3200, The Godfather II    Read the review ,EA Redwood Shores  ,X360,Adventure,0.79,0.47,0.23,0.01,0.08,2009
3201, Drawn to Life     ,5TH Cell  ,DS,Adventure,0.78,0.71,0.01,0.01,0.06,2007
3202, Minecraft: Story Mode     ,Telltale Games  ,XOne,Adventure,0.77,0.46,0.24,0.01,0.07,2015
3203, That's So Raven     ,Disney Interactive  ,GBA,Adventure,0.76,0.54,0.20,0.01,0.01,2004
3204, The Walking Dead: A Telltale Games Series     ,Telltale Games  ,X360,Adventure,0.76,0.55,0.13,0.01,0.07,2012
3205, Raving Rabbids: Travel in Time     ,Ubisoft Paris  ,Wii,Adventure,0.75,0.21,0.46,0.01,0.08,2010
3206, The Godfather II    Read the review ,EA Redwood Shores  ,PS3,Adventure,0.74,0.41,0.21,0.01,0.10,2009
3207, iCarly     ,"Human Soft, Inc.  ",DS,Adventure,0.73,0.67,0.01,0.01,0.05,2009
3208, My Little Pony: Pinkie Pie's Party     ,ImaginEngine Corp.  ,DS,Adventure,0.73,0.67,0.01,0.01,0.06,2008
3209, LEGO Harry Potter: Years 1-4     ,Traveller's Tales  ,PSP,Adventure,0.71,0.14,0.38,0.01,0.19,2010
3210, Ace Attorney Investigations: Miles Edgeworth    Read the review ,Capcom  ,DS,Adventure,0.70,0.23,0.14,0.30,0.04,2010
3211, Hannah Montana: The Movie     ,n-Space  ,DS,Adventure,0.70,0.38,0.25,0.01,0.07,2009
3212, Classic NES Series: Zelda II: The Adventure of Link     ,Nintendo EAD  ,GBA,Adventure,0.70,0.37,0.14,0.17,0.01,2004
3213, Harry Potter and the Chamber of Secrets     ,Eurocom Entertainment Software  ,GC,Adventure,0.69,0.53,0.14,0.01,0.02,2002
3214, Prince of Persia: The Two Thrones     ,Ubisoft Montreal  ,PS2,Adventure,0.68,0.57,0.02,0.01,0.09,2005
3215," The Chronicles of Narnia: The Lion, The Witch and The Wardrobe     ",Amaze Entertainment  ,GBA,Adventure,0.67,0.48,0.18,0.01,0.01,2005
3216, Hidden Objects: Mystery Stories     ,cerasus.media GmbH  ,DS,Adventure,0.66,0.18,0.43,0.01,0.05,2010
3217, Strawberry Shortcake: Summertime Adventure     ,Gorilla Systems  ,GBA,Adventure,0.66,0.47,0.18,0.01,0.01,2004
3218, Club Penguin: Elite Penguin Force - Herbert's Revenge     ,1st Playable Productions  ,DS,Adventure,0.66,0.39,0.21,0.01,0.06,2010
3219, Harry Potter and the Goblet of Fire     ,Electronic Arts  ,PS2,Adventure,0.65,0.54,0.02,0.01,0.09,2005
3220, Yakuza Zero     ,Sega  ,PS4,Adventure,0.65,0.22,0.16,0.19,0.08,2017
3221, Drawn to Life: The Next Chapter     ,5TH Cell  ,DS,Adventure,0.65,0.44,0.14,0.01,0.06,2009
3222, Up     ,THQ  ,DS,Adventure,0.64,0.30,0.27,0.01,0.07,2009
3223, Condemned 2: Bloodshot     ,Monolith Productions  ,X360,Adventure,0.63,0.38,0.19,0.01,0.06,2008
3224, Bolt     ,Avalanche Software  ,DS,Adventure,0.62,0.35,0.21,0.01,0.06,2008
3225, Tomb Raider III: Adventures of Lara Croft     ,Core Design Ltd.  ,PC,Adventure,0.62,0.59,0.03,0.01,0.01,1998
3226, Phoenix Wright: Ace Attorney - Trials and Tribulations     ,Capcom  ,DS,Adventure,0.62,0.30,0.03,0.25,0.03,2007
3227, SpongeBob's Atlantis SquarePantis     ,Blitz Games  ,Wii,Adventure,0.62,0.56,0.00,0.01,0.05,2007
3228, Small Soldiers     ,DreamWorks Interactive  ,PS,Adventure,0.61,0.34,0.23,0.01,0.04,1998
3229, Harry Potter and the Goblet of Fire     ,Magic Pockets  ,GBA,Adventure,0.61,0.44,0.16,0.01,0.01,2005
3230, L.A. Noire     ,Team Bondi  ,PS4,Adventure,0.60,0.18,0.32,0.01,0.10,2017
3231, The Golden Compass     ,Shiny Entertainment  ,DS,Adventure,0.60,0.28,0.25,0.01,0.06,2007
3232, The Golden Compass     ,Shiny Entertainment  ,Wii,Adventure,0.60,0.26,0.28,0.01,0.07,2007
3233, Xena: Warrior Princess     ,VU Games  ,PS,Adventure,0.60,0.33,0.23,0.01,0.04,1999
3234, LEGO Indiana Jones 2: The Adventure Continues     ,Traveller's Tales  ,PSP,Adventure,0.59,0.21,0.24,0.01,0.14,2009
3235, Silent Hill: Shattered Memories     ,Climax Group  ,PS2,Adventure,0.59,0.13,0.22,0.01,0.23,2010
3236, Hidden Agenda     ,Supermassive Games Ltd.  ,PS4,Adventure,0.59,0.08,0.42,0.01,0.09,2017
3237, Alice: Madness Returns     ,Spicy Horse  ,PS3,Adventure,0.59,0.22,0.24,0.04,0.08,2011
3238, Prince of Persia: The Two Thrones     ,Ubisoft Montreal  ,XB,Adventure,0.58,0.33,0.22,0.01,0.03,2005
3239, Shrek 2: Beg for Mercy     ,Vicarious Visions  ,GBA,Adventure,0.58,0.42,0.15,0.01,0.01,2004
3240, Up     ,THQ  ,Wii,Adventure,0.57,0.22,0.29,0.01,0.06,2009
3241, Bratz 4 Real     ,THQ  ,DS,Adventure,0.57,0.29,0.22,0.01,0.06,2007
3242, Bolt     ,Avalanche Software  ,Wii,Adventure,0.56,0.19,0.31,0.01,0.06,2008
3243, Dr. Seuss' The Cat in the Hat      ,Magenta Software  ,PS2,Adventure,0.56,0.27,0.21,0.01,0.07,2003
3244, Soul Reaver 2     ,Crystal Dynamics  ,PS2,Adventure,0.55,0.27,0.21,0.01,0.07,2001
3245, Sakura Wars     ,Overworks  ,SAT,Adventure,0.55,0.01,0.01,0.55,0.01,1996
3246, Batman: Vengeance     ,Ubisoft Montreal  ,PS2,Adventure,0.55,0.27,0.21,0.01,0.07,2001
3247, Hotel Dusk: Room 215     ,Cing  ,DS,Adventure,0.54,0.26,0.04,0.22,0.03,2007
3248, Monster High: Ghoul Spirit     ,THQ  ,Wii,Adventure,0.54,0.42,0.08,0.01,0.04,2011
3249, The Hobbit     ,Midway Studios - Austin  ,PS2,Adventure,0.54,0.26,0.20,0.01,0.07,2003
3250," Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare     ",Sega  ,SAT,Adventure,0.53,0.01,0.01,0.53,0.00,1998
3251, Clock Tower     ,Human Entertainment  ,PS,Adventure,0.53,0.07,0.05,0.38,0.03,1997
3252, Legacy of Kain: Defiance     ,Crystal Dynamics  ,PS2,Adventure,0.53,0.26,0.20,0.01,0.07,2003
3253, Phoenix Wright: Ace Attorney - Justice for All     ,Capcom  ,DS,Adventure,0.53,0.21,0.04,0.26,0.03,2007
3254, The Grinch     ,Artificial Mind and Movement  ,PS,Adventure,0.52,0.29,0.20,0.01,0.03,2000
3255, The Golden Compass     ,Shiny Entertainment  ,PS2,Adventure,0.52,0.13,0.00,0.01,0.39,2007
3256, Alien: Isolation     ,Creative Assembly  ,XOne,Adventure,0.52,0.23,0.25,0.01,0.04,2014
3257, That's So Raven 2: Supernatural Style     ,A2M  ,GBA,Adventure,0.52,0.37,0.14,0.01,0.01,2005
3258, Harry Potter and the Prisoner of Azkaban     ,Griptonite Games  ,GBA,Adventure,0.52,0.37,0.14,0.01,0.01,2004
3259, Alice in Wonderland     ,Etranges Libellules  ,Wii,Adventure,0.51,0.25,0.21,0.01,0.05,2010
3260, Silent Hill 4: The Room     ,KCET  ,PS2,Adventure,0.51,0.25,0.19,0.01,0.06,2004
3261, Hidden Mysteries: Titanic - Secrets of the Fateful Voyage     ,Black Lantern Studios  ,DS,Adventure,0.51,0.12,0.33,0.01,0.06,2009
3262, The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies     ,Tantalus Interactive  ,GBA,Adventure,0.50,0.36,0.13,0.01,0.01,2004
3263, Rooms: The Main Building     ,HandMade Game  ,DS,Adventure,0.50,0.10,0.35,0.01,0.05,2010
3264, Avatar: The Last Airbender     ,AWE Games  ,GC,Adventure,0.50,0.39,0.10,0.01,0.01,2006
3265, The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies     ,THQ  ,PS2,Adventure,0.50,0.24,0.19,0.01,0.06,2004
3266, Alice: Madness Returns    Read the review ,Spicy Horse  ,X360,Adventure,0.50,0.27,0.15,0.04,0.04,2011
3267, Scarface: The World is Yours     ,Radical Entertainment  ,XB,Adventure,0.49,0.37,0.11,0.01,0.02,2006
3268, Alone in the Dark     ,Eden Studios  ,X360,Adventure,0.49,0.14,0.30,0.00,0.05,2008
3269, Ultimate I Spy     ,Scholastic Interactive  ,Wii,Adventure,0.48,0.45,0.00,0.01,0.03,2008
3270, The Legend of the Mystical Ninja     ,Konami  ,SNES,Adventure,0.48,0.01,0.01,0.48,0.01,1992
3271, Destroy All Humans! 2     ,Pandemic Studios  ,PS2,Adventure,0.48,0.40,0.02,0.01,0.07,2006
3272, The Walking Dead: A Telltale Games Series     ,Telltale Games  ,PS4,Adventure,0.48,0.12,0.26,0.03,0.07,2014
3273, Alice in Wonderland     ,Etranges Libellules  ,DS,Adventure,0.48,0.25,0.18,0.01,0.05,2010
3274, Up     ,THQ  ,PS2,Adventure,0.48,0.19,0.05,0.01,0.24,2009
3275, Luigi's Mansion     ,GREZZO  ,3DS,Adventure,0.47,0.19,0.16,0.09,0.03,2018
3276, ICO    Read the review ,Team ICO  ,PS2,Adventure,0.47,0.23,0.18,0.01,0.06,2001
3277, Silent Hill: Downpour     ,Konami  ,PS3,Adventure,0.47,0.21,0.16,0.04,0.06,2012
3278, Jake Power: Fireman     ,Magic Pockets  ,DS,Adventure,0.47,0.08,0.34,0.01,0.05,2009
3279, Silent Hill: Shattered Memories    Read the review ,Climax Group  ,Wii,Adventure,0.47,0.22,0.19,0.01,0.05,2009
3280, Detective Pikachu    Read the review ,Creatures Inc.  ,3DS,Adventure,0.47,0.15,0.17,0.12,0.03,2018
3281, Pirates of the Caribbean: Dead Man's Chest     ,Amaze Entertainment  ,GBA,Adventure,0.47,0.33,0.12,0.01,0.01,2006
3282, Metal Gear Solid: The Essential Collection     ,Konami Computer Entertainment Japan  ,PS2,Adventure,0.46,0.23,0.18,0.01,0.06,2008
3283, Harry Potter and the Order of the Phoenix     ,EA UK  ,Wii,Adventure,0.46,0.38,0.05,0.01,0.04,2007
3284, Destroy All Humans!     ,Pandemic Studios  ,XB,Adventure,0.46,0.34,0.11,0.01,0.02,2005
3285, Minecraft: Story Mode - The Complete Adventure     ,Telltale Games  ,NS,Adventure,0.46,0.27,0.15,0.01,0.04,2017
3286, The Golden Compass     ,Shiny Entertainment  ,X360,Adventure,0.46,0.30,0.12,0.01,0.04,2007
3287, Tomb Raider: Underworld     ,Crystal Dynamics  ,Wii,Adventure,0.45,0.13,0.27,0.01,0.05,2008
3288, iCarly     ,Blitz Games  ,Wii,Adventure,0.45,0.42,0.00,0.01,0.03,2009
3289, American Girl: Kit Mystery Challenge!     ,"Webfoot Technologies, Inc.  ",DS,Adventure,0.45,0.42,0.01,0.01,0.03,2008
3290, Barbie as The Island Princess     ,Human Soft / Ivolgamus  ,Wii,Adventure,0.45,0.42,0.00,0.01,0.03,2007
3291, L.A. Noire     ,Team Bondi  ,NS,Adventure,0.45,0.21,0.21,0.01,0.04,2017
3292, Yakuza Kiwami     ,Sega  ,PS4,Adventure,0.45,0.13,0.07,0.21,0.04,2017
3293, Sphinx and the Cursed Mummy     ,Eurocom Entertainment Software  ,PS2,Adventure,0.45,0.22,0.17,0.01,0.06,2003
3294, Scooby-Doo! Mystery Mayhem     ,Artificial Mind and Movement  ,PS2,Adventure,0.45,0.22,0.17,0.01,0.06,2004
3295, The Thing     ,Computer Artworks  ,PS2,Adventure,0.44,0.22,0.17,0.01,0.06,2002
3296, Neon Genesis Evangelion     ,Gainax  ,SAT,Adventure,0.44,0.01,0.01,0.44,0.01,1996
3297, SpongeBob's Atlantis SquarePantis     ,Blitz Games  ,PS2,Adventure,0.44,0.36,0.01,0.01,0.06,2007
3298, Classic NES Series: Metroid     ,Nintendo  ,GBA,Adventure,0.43,0.26,0.10,0.07,0.01,2004
3299," The Chronicles of Narnia: The Lion, The Witch and The Wardrobe     ",Traveller's Tales  ,PS2,Adventure,0.43,0.36,0.01,0.01,0.06,2005
3300, OkamiDen    Read the review ,Capcom  ,DS,Adventure,0.43,0.21,0.07,0.13,0.02,2011
3301, Dog's Life      ,Frontier Developments  ,PS2,Adventure,0.42,0.21,0.16,0.01,0.05,2004
3302, The X Files     ,HyperBole Studios  ,PS,Adventure,0.42,0.24,0.16,0.01,0.03,1999
3303, Harry Potter and the Goblet of Fire     ,Electronic Arts  ,GC,Adventure,0.42,0.32,0.08,0.01,0.01,2005
3304, Zack & Wiki: Quest for Barbaros' Treasure     ,Capcom  ,Wii,Adventure,0.42,0.18,0.16,0.03,0.04,2007
3305, Mega Man Legends 2     ,Capcom  ,PS,Adventure,0.42,0.17,0.12,0.10,0.03,2000
3306, The Smurfs     ,Ubisoft  ,DS,Adventure,0.41,0.23,0.14,0.01,0.04,2011
3307, Dexter's Laboratory Deesaster Strikes     ,Virtucraft  ,GBA,Adventure,0.41,0.30,0.11,0.01,0.01,2001
3308, Scooby-Doo and the Cyber Chase     ,Software Creations  ,GBA,Adventure,0.41,0.30,0.11,0.01,0.01,2001
3309, Marvel Super Hero Squad     ,Halfbrick Studios  ,DS,Adventure,0.41,0.36,0.02,0.01,0.03,2009
3310, E0: Enemy Zero     ,Warp  ,SAT,Adventure,0.41,0.01,0.01,0.41,0.00,1997
3311, JumpStart: Escape from Adventure Island     ,Knowledge Adventure Inc.  ,Wii,Adventure,0.41,0.38,0.01,0.01,0.03,2009
3312, Nicktoons: Unite!     ,Blue Tongue  ,PS2,Adventure,0.41,0.34,0.01,0.01,0.06,2005
3313, Boku no Natsuyasumi 2: Umi no Bouken Hen     ,Millennium Kitchen  ,PS2,Adventure,0.41,0.01,0.01,0.41,0.01,2002
3314, James Patterson Women's Murder Club: Games of Passion     ,Griptonite Games  ,DS,Adventure,0.41,0.15,0.22,0.01,0.05,2009
3315, Up     ,THQ  ,PSP,Adventure,0.41,0.24,0.09,0.01,0.07,2009
3316, Overlord     ,Triumph Studios  ,X360,Adventure,0.40,0.34,0.03,0.01,0.03,2007
3317, The Chronicles of Narnia: Prince Caspian     ,Traveller's Tales  ,PS2,Adventure,0.40,0.20,0.15,0.01,0.05,2008
3318, Boku no Natsuyasumi     ,Millennium Kitchen  ,PS,Adventure,0.40,0.01,0.01,0.37,0.03,2000
3319, Sherlock Holmes: The Mystery of the Mummy     ,Frogwares  ,DS,Adventure,0.40,0.06,0.30,0.01,0.04,2009
3320, Final Fantasy Crystal Chronicles: The Crystal Bearers    Read the review ,Square Enix  ,Wii,Adventure,0.39,0.21,0.08,0.08,0.03,2009
3321, Chibi-Robo! Plug into Adventure!     ,skip Ltd.  ,GC,Adventure,0.39,0.23,0.06,0.09,0.01,2006
3322, SpongeBob vs The Big One: Beach Party Cook Off     ,THQ  ,DS,Adventure,0.39,0.24,0.11,0.01,0.04,2009
3323, Ghost Trick: Phantom Detective    Read the review ,Capcom  ,DS,Adventure,0.38,0.17,0.08,0.12,0.02,2011
3324, Final Fantasy Adventure     ,Square  ,GB,Adventure,0.38,0.01,0.01,0.38,0.01,1991
3325, MediEvil II     ,SCEE  ,PS,Adventure,0.38,0.21,0.14,0.01,0.02,2000
3326, Pokémon Channel     ,Ambrella  ,GC,Adventure,0.38,0.24,0.06,0.07,0.01,2003
3327, The Dog Island     ,Yuke's Media Creations  ,Wii,Adventure,0.38,0.34,0.01,0.01,0.03,2008
3328, Harry Potter and the Prisoner of Azkaban     ,Electronic Arts  ,GC,Adventure,0.38,0.29,0.08,0.01,0.01,2004
3329, The Golden Compass     ,Shiny Entertainment  ,PSP,Adventure,0.37,0.11,0.16,0.01,0.10,2007
3330, Petz Rescue: Ocean Patrol     ,Magic Pockets  ,DS,Adventure,0.37,0.35,0.01,0.01,0.03,2008
3331, Life is Strange     ,DONTNOD Entertainment  ,PS4,Adventure,0.37,0.11,0.16,0.05,0.05,2016
3332, Yarudora Series Vol.1: Double Cast     ,Sugar & Rockets  ,PS,Adventure,0.37,0.01,0.01,0.35,0.02,1998
3333, Overlord: Dark Legend     ,Climax Group  ,Wii,Adventure,0.37,0.11,0.22,0.01,0.04,2009
3334, Slime MoriMori Dragon Quest: Shougeki No Shippo Dan     ,TOSE Software  ,GBA,Adventure,0.37,0.01,0.01,0.36,0.01,2003
3335, Harry Potter and the Order of the Phoenix     ,EA UK  ,PSP,Adventure,0.37,0.10,0.17,0.01,0.10,2007
3336, Rise of the Tomb Raider     ,Crystal Dynamics  ,X360,Adventure,0.37,0.21,0.12,0.01,0.03,2015
3337," 999: Nine Hours, Nine Persons, Nine Doors     ",Spike  ,DS,Adventure,0.37,0.31,0.01,0.03,0.02,2010
3338, Nonomura Byoin no Hitobito     ,Elf  ,SAT,Adventure,0.36,0.01,0.01,0.36,0.00,1996
3339, Kamaitachi no Yoru 2     ,ChunSoft  ,PS2,Adventure,0.36,0.01,0.01,0.36,0.01,2002
3340, Robots     ,Eurocom Entertainment Software  ,PS2,Adventure,0.36,0.18,0.14,0.01,0.05,2005
